method, obj, restrictions,directeds,rejects,iter,changes,totalpur, time,feasible,ranksnobs,ranksmean,ranksmin,ranksmax,ranksvar,control,Run
1-30m,72359,2,1,3,3,71,6,3.04706907272,1,137,12.8832116788,1,139,628.162730786,814,30m
1-30m,72248.5,4,0,1,8,59,5,3.04688310623,1,137,13.0072992701,1,139,642.374946329,1459,30m
1-30m,72371,2,0,5,4,68,7,3.0465991497,1,137,11.9416058394,1,139,432.246565049,775,30m
1-30m,72253,4,0,2,7,55,6,3.04622507095,1,137,12.8686131387,1,139,627.482610562,1468,30m
1-30m,72286,4,3,3,6,67,10,3.04601287842,1,137,13.2919708029,1,139,627.502361529,1657,30m
1-30m,72851,2,4,2,9,77,8,3.04598283768,1,137,13.4598540146,0,139,659.294332331,990,30m
1-30m,72577.5,1,5,4,1,76,10,3.04596090317,1,137,13.4525547445,0,139,654.352511808,702,30m
1-30m,72351.5,5,0,3,3,71,8,3.04592204094,1,137,13.0364963504,1,139,525.917775869,1834,30m
1-30m,72172.5,3,1,2,9,72,6,3.04579901695,1,137,11.8905109489,1,139,509.098218119,1170,30m
1-30m,72288.5,4,1,4,8,68,9,3.04576301575,1,137,13.1605839416,0,139,625.782846715,1549,30m
1-30m,72339.5,1,1,4,8,67,6,3.04526615143,1,137,12.9343065693,0,139,635.841240876,469,30m
1-30m,72377,2,0,5,6,74,7,3.04517602921,1,137,12.3503649635,1,139,527.626341778,777,30m
1-30m,72309,1,0,4,3,72,5,3.04514789581,1,137,12.700729927,1,139,618.240661228,404,30m
1-30m,72326,1,4,0,5,75,5,3.04495286942,1,137,12.7737226277,0,139,548.999892658,606,30m
1-30m,72207,4,0,1,1,61,5,3.04494690895,1,137,13.2773722628,1,139,728.598969515,1452,30m
1-30m,72259.5,2,1,4,3,73,7,3.04494214058,1,137,11.6934306569,1,139,503.655324173,824,30m
1-30m,72181,3,1,4,9,69,8,3.04473400116,1,137,11.0291970803,1,139,399.263847145,1190,30m
1-30m,72336,1,1,5,8,70,7,3.04463100433,1,137,12.8394160584,1,139,569.121082009,479,30m
1-30m,72428,2,1,4,4,71,7,3.04451799393,1,137,11.9051094891,1,139,525.233576642,825,30m
1-30m,72397,2,2,4,4,75,8,3.0444881916,1,137,13.6715328467,1,139,662.075139545,885,30m
1-30m,72480,2,3,4,8,77,9,3.04414510727,1,137,12.1605839416,1,139,421.429905539,949,30m
1-30m,72366.5,4,1,4,1,69,9,3.04361391068,1,137,13.1824817518,0,139,636.267926149,1542,30m
1-30m,72369.5,2,2,3,5,70,7,3.04345917702,1,137,12.5693430657,0,139,536.614641477,876,30m
1-30m,72282,4,1,2,5,69,7,3.04335403442,0,137,12.102189781,1,139,520.40124517,1526,30m
1-30m,72305.5,3,0,2,4,72,5,3.04325199127,1,137,11.7080291971,1,139,494.987655646,1105,30m
1-30m,72316.5,2,0,3,2,70,5,3.04308009148,0,137,12.5547445255,1,139,611.939995706,753,30m
1-30m,72250,2,2,3,6,76,7,3.04297590256,1,137,12.2116788321,1,139,526.653392014,877,30m
1-30m,72230.5,4,1,0,7,60,5,3.04282617569,0,137,13.6058394161,1,139,733.064083298,1508,30m
1-30m,72287,2,1,5,4,74,8,3.04275417328,1,137,11.8394160584,0,139,504.56225848,835,30m
1-30m,72352.5,2,1,5,3,66,8,3.04268312454,1,137,12.102189781,0,139,418.739480464,834,30m
1-30m,72358,2,1,0,6,67,3,3.04260993004,1,137,12.4525547445,1,139,529.131923572,787,30m
1-30m,72708.5,4,1,5,9,72,10,3.04220700264,0,137,11.9781021898,1,139,513.845105195,1560,30m
1-30m,72282,3,1,4,8,68,8,3.04204487801,0,137,12.5328467153,1,139,538.58898669,1189,30m
1-30m,72370.5,1,0,4,5,70,5,3.04134106636,1,137,12.0218978102,1,139,421.286281666,406,30m
1-30m,72428,2,0,4,5,68,6,3.04130578041,1,137,12.5109489051,1,139,531.266423358,766,30m
1-30m,72227,2,0,4,1,64,6,3.0412709713,1,137,12.6861313869,1,139,617.261056247,762,30m
1-30m,72294,4,0,2,2,70,6,3.04104614258,1,137,12.197080292,1,139,528.203520824,1463,30m
1-30m,72438.5,4,2,1,4,72,7,3.04054307938,1,137,12.5912408759,1,139,633.008158008,1575,30m
1-30m,72184.5,2,2,4,0,70,8,3.04051113129,1,137,13.5912408759,1,139,732.493452125,881,30m
1-30m,72461.5,1,0,3,4,72,4,3.04024815559,1,137,12.4452554745,1,139,517.83705453,395,30m
1-30m,72306,4,1,4,9,64,9,3.04004883766,1,137,12.9051094891,1,139,622.130635466,1550,30m
1-30m,72370,4,3,4,6,77,11,3.03973889351,1,137,12.8613138686,1,139,532.487977673,1667,30m
1-30m,72337,1,5,3,2,72,9,3.03904795647,1,137,14.0364963504,1,139,747.770717046,693,30m
1-30m,72333.5,0,3,0,1,74,3,3.03875207901,1,137,13.1386861314,1,139,565.090918849,182,30m
1-30m,72278.5,2,0,5,8,70,7,3.03872609138,1,137,12.5474452555,1,139,533.220158866,779,30m
1-30m,72460,1,4,1,6,69,6,3.03853702545,0,137,12.7810218978,0,139,518.878166595,617,30m
1-30m,72274.5,4,0,1,6,67,5,3.03841614723,1,137,12.7080291971,1,139,613.222949764,1457,30m
1-30m,72339.5,4,0,2,5,69,6,3.03789687157,1,137,12.2627737226,1,139,518.886324603,1466,30m
1-30m,72444,4,0,3,0,63,7,3.03789687157,1,137,13.7299270073,1,139,653.757406612,1471,30m
1-30m,72374.5,2,3,4,7,77,9,3.03777599335,1,137,13.9051094891,1,139,675.424753113,948,30m
1-30m,72361.5,3,1,0,2,68,4,3.03760719299,1,137,12.802919708,1,139,624.335873766,1143,30m
1-30m,72313.5,1,0,4,6,68,5,3.0373749733,1,137,13.102189781,1,139,644.533598111,407,30m
1-30m,72490,2,2,1,2,73,5,3.03727197647,1,137,12.1459854015,0,139,515.993237441,853,30m
1-30m,72257,4,1,3,2,65,8,3.03700780869,1,137,12.5766423358,1,139,537.657685702,1533,30m
1-30m,72482,1,5,3,9,80,9,3.03686594963,0,137,14.3576642336,1,139,655.922606269,700,30m
1-30m,72318.5,4,3,5,6,75,12,3.03684687614,1,137,13.4890510949,1,139,648.104658652,1677,30m
1-30m,72269,2,4,1,6,67,7,3.03669285774,1,137,12.3138686131,1,139,519.849291541,977,30m
1-30m,72331,1,1,3,4,74,5,3.03657913208,1,137,12.4671532847,1,139,536.147810219,455,30m
1-30m,72301,2,1,5,0,70,8,3.03608608246,1,137,13.9781021898,1,139,737.227458137,831,30m
1-30m,72208,1,1,5,9,69,7,3.03597688675,1,137,12.8832116788,1,139,633.780377845,480,30m
1-30m,72340,2,2,4,6,76,8,3.03574109077,1,137,13.7226277372,1,139,655.422498927,887,30m
1-30m,72329,0,1,1,1,67,2,3.03555202484,1,137,13.4744525547,1,139,644.736474882,72,30m
1-30m,72376,4,3,3,9,71,10,3.03524208069,1,137,13.9489051095,1,139,664.46060541,1660,30m
1-30m,72300,3,1,0,3,65,4,3.03516197205,1,137,12.3941605839,0,139,519.505259768,1144,30m
1-30m,72647,1,3,1,8,75,5,3.03514409065,1,137,13.3211678832,1,139,654.322563332,559,30m
1-30m,72300,1,4,0,4,75,5,3.03513908386,1,137,13.9927007299,0,139,745.536711035,605,30m
1-30m,72412,4,2,1,7,73,7,3.03511500359,1,137,13.5109489051,1,139,639.134070416,1578,30m
1-30m,72421.5,3,1,4,1,69,8,3.03490400314,1,137,12.4817518248,1,139,524.236796909,1182,30m
1-30m,72327,4,1,0,2,71,5,3.03485393524,1,137,12.496350365,1,139,525.972413053,1503,30m
1-30m,72399.5,1,5,4,2,71,10,3.03465414047,1,137,12.8467153285,1,139,453.557213396,703,30m
1-30m,72206.5,4,1,0,4,63,5,3.03456401825,0,137,12.5401459854,1,139,512.985508802,1505,30m
1-30m,72324,4,3,4,0,76,11,3.03450393677,1,137,11.8905109489,0,139,418.627629884,1661,30m
1-30m,72435.5,2,2,3,3,73,7,3.03448677063,1,137,12.9124087591,1,139,647.124624302,874,30m
1-30m,72258,0,0,5,9,69,5,3.0340590477,1,137,13.3868613139,0,139,732.430120223,60,30m
1-30m,72316.5,2,2,3,4,71,7,3.03395795822,1,137,12.5547445255,1,139,539.528231,875,30m
1-30m,72283.5,4,2,1,0,69,7,3.0339179039,1,137,13.8175182482,1,139,747.282632031,1571,30m
1-30m,72360,3,1,0,1,68,4,3.03375101089,1,137,11.4306569343,1,139,411.379347359,1142,30m
1-30m,72338,4,1,0,9,73,5,3.03357887268,1,137,12.9562043796,1,139,639.115714899,1510,30m
1-30m,72366,4,2,4,6,71,10,3.03334498405,1,137,12.0291970803,1,139,523.072670674,1607,30m
1-30m,72314.5,2,0,1,1,66,3,3.03312587738,1,137,13.0364963504,1,139,643.197187634,732,30m
1-30m,72203,1,0,3,8,70,4,3.03302502632,1,137,12.6861313869,1,139,625.363997424,399,30m
1-30m,72299,3,1,1,3,70,5,3.03294682503,1,137,13.1313868613,1,139,649.423787033,1154,30m
1-30m,72405,3,0,4,9,73,7,3.03292798996,0,137,12.700729927,1,139,553.167131816,1130,30m
1-30m,72358,2,2,4,8,69,8,3.03291296959,1,137,12.9124087591,1,139,538.271683126,889,30m
1-30m,72318,2,1,3,4,72,6,3.03290486336,1,137,12.6423357664,1,139,532.30495921,815,30m
1-30m,72354,3,0,5,1,69,8,3.03280615807,1,137,12.9489051095,1,139,627.490017175,1132,30m
1-30m,72369,2,1,5,8,75,8,3.03278899193,1,137,13.0729927007,1,139,632.803456419,839,30m
1-30m,72258,3,0,5,2,70,8,3.03253412247,1,137,12.1897810219,0,139,526.037247746,1133,30m
1-30m,72258.5,4,1,2,8,70,7,3.03237199783,0,137,13.5401459854,1,139,747.367861743,1529,30m
1-30m,72349,3,1,3,0,72,7,3.03236794472,1,137,12.9781021898,1,139,625.595105195,1171,30m
1-30m,72417.5,3,1,3,5,67,7,3.03226518631,1,137,13.0802919708,1,139,547.809682267,1176,30m
1-30m,72358.5,2,2,4,9,73,8,3.03215003014,1,137,12.795620438,1,139,527.046157149,890,30m
1-30m,72358,3,0,3,6,66,6,3.03210115433,0,137,12.503649635,1,139,540.560648347,1117,30m
1-30m,72288.5,1,0,4,7,71,5,3.03180503845,1,137,11.9124087591,1,139,505.183447832,408,30m
1-30m,72395,1,3,3,4,72,7,3.03174209595,1,137,14,1,139,668.455882353,575,30m
1-30m,72241.5,2,0,0,3,70,2,3.03162121773,1,137,12.503649635,1,139,543.648883641,724,30m
1-30m,72314,4,0,3,6,64,7,3.03159093857,1,137,12.4817518248,1,139,528.56032632,1477,30m
1-30m,72369.5,2,2,3,2,76,7,3.03145289421,1,137,12.0948905109,1,139,441.46887076,873,30m
1-30m,72427.5,5,0,4,5,69,9,3.03135299683,1,137,13.2700729927,1,139,639.683877201,1846,30m
1-30m,72382.5,4,1,5,6,74,10,3.03126311302,1,137,12.9927007299,1,139,537.389652211,1557,30m
1-30m,72355,3,1,5,9,72,9,3.03107190132,1,137,13.4160583942,1,139,639.73003435,1200,30m
1-30m,72307.5,2,2,3,1,64,7,3.03101992607,1,137,13.4233576642,0,139,632.363568055,872,30m
1-30m,72313.5,3,0,5,0,65,8,3.03086400032,1,137,13.3576642336,1,139,645.010841563,1131,30m
1-30m,72484.5,4,3,4,4,72,11,3.03078699112,1,137,13.8686131387,1,139,753.056139974,1665,30m
1-30m,72296.5,2,1,4,1,71,7,3.03056192398,1,137,14.5474452555,1,139,858.190747102,822,30m
1-30m,72234,5,0,5,9,65,10,3.03052687645,1,137,12.3357664234,0,139,508.989373122,1860,30m
1-30m,72316.5,2,0,4,9,70,6,3.03029799461,1,137,12.4817518248,1,139,519.677973379,770,30m
1-30m,72375,4,1,5,4,72,10,3.03026080132,1,137,12.7518248175,0,139,548.011485616,1555,30m
1-30m,72429.5,5,0,5,2,74,10,3.03025603294,1,137,12.4671532847,1,139,537.956633748,1853,30m
1-30m,72289,4,1,3,8,68,8,3.03000092506,1,137,12.9489051095,1,139,626.240017175,1539,30m
1-30m,72324.5,3,0,3,3,63,6,3.02963805199,1,137,13.0145985401,0,139,629.985079433,1114,30m
1-30m,72303,2,3,2,5,68,7,3.02924609184,1,137,11.2700729927,0,139,411.345641906,926,30m
1-30m,72388,2,1,2,5,69,5,3.0292289257,1,137,12.9124087591,0,139,632.962859596,806,30m
1-30m,72385.5,2,1,2,1,62,5,3.02904200554,1,137,12.1751824818,0,139,520.057320739,802,30m
1-30m,72419,2,2,4,3,67,8,3.02893996239,1,137,13.6058394161,1,139,645.961142121,884,30m
1-30m,72179,2,0,5,3,69,7,3.02889990807,1,137,12.3284671533,1,139,619.751610133,774,30m
1-30m,72308,4,0,1,5,71,5,3.02875900269,1,137,12.8686131387,1,139,630.012022327,1456,30m
1-30m,72297,4,0,2,6,70,6,3.02871608734,1,137,12.2554744526,0,139,528.103370545,1467,30m
1-30m,72358,1,1,5,2,71,7,3.02869987488,1,137,13.0583941606,1,139,622.599506226,473,30m
1-30m,72323.5,4,4,0,2,75,8,3.02842783928,1,137,13.5620437956,1,139,653.086195792,1683,30m
1-30m,72303.5,5,0,4,6,70,9,3.02842712402,1,137,13.7080291971,0,139,737.620008587,1847,30m
1-30m,72371,3,0,3,7,66,6,3.02817201614,1,137,13.4598540146,0,139,648.632567626,1118,30m
1-30m,72380.5,4,3,5,5,72,12,3.0281419754,1,137,13,1,139,543.117647059,1676,30m
1-30m,72278.5,3,1,2,8,71,6,3.02785301208,1,137,13.0291970803,1,139,622.381494204,1169,30m
1-30m,72255.5,3,0,4,3,66,7,3.02781820297,1,137,12.2481751825,1,139,520.805603263,1124,30m
1-30m,72401.5,1,4,2,5,75,7,3.02757692337,1,137,13.9270072993,1,139,635.729927007,626,30m
1-30m,72281.5,1,1,2,7,74,4,3.02746796608,1,137,11.204379562,1,139,387.104980678,448,30m
1-30m,72315,1,0,5,5,73,6,3.0273900032,1,137,12.0875912409,1,139,515.683447832,416,30m
1-30m,72405.5,2,2,4,7,73,8,3.02736091614,1,137,13.1751824818,1,139,629.410261915,888,30m
1-30m,72277,2,0,5,5,64,7,3.02723908424,1,137,12.9416058394,1,139,624.467153285,776,30m
1-30m,72370,4,1,4,3,74,9,3.0272269249,1,137,11.9635036496,1,139,431.300128811,1544,30m
1-30m,72224.5,1,5,3,8,75,9,3.02706408501,1,137,13.0072992701,1,139,637.286711035,699,30m
1-30m,72431.5,3,0,3,2,75,6,3.02698993683,0,137,13.299270073,1,139,624.137720052,1113,30m
1-30m,72327,1,0,1,4,64,2,3.02687907219,1,137,12.6131386861,1,139,625.7830614,375,30m
1-30m,72323,2,1,1,9,62,4,3.02680301666,1,137,13.1240875912,1,139,635.785959639,800,30m
1-30m,72268,2,0,4,7,61,6,3.02671217918,1,137,12.5693430657,1,139,630.541112065,768,30m
1-30m,72275,0,0,1,9,64,1,3.02660083771,1,137,11.8905109489,0,139,520.112924002,20,30m
1-30m,72254.5,3,0,4,2,68,7,3.02654719353,0,137,12.0437956204,0,139,514.851009017,1123,30m
1-30m,72350,1,1,5,5,71,7,3.02647709846,1,137,12.3211678832,0,139,529.587269214,476,30m
1-30m,72401.5,1,0,3,2,69,4,3.02645587921,1,137,11.4744525547,1,139,393.104121941,393,30m
1-30m,72342,0,0,0,4,70,0,3.0262670517,1,137,12.6642335766,1,139,629.577608416,5,30m
1-30m,72472.5,1,5,3,5,66,9,3.02623605728,1,137,12.4744525547,1,139,443.501180764,696,30m
1-30m,72405.5,0,0,4,3,73,4,3.02621889114,1,137,12.1313868613,1,139,437.894375268,44,30m
1-30m,72416.5,2,2,2,6,70,6,3.02616620064,1,137,14.6715328467,0,139,778.575139545,867,30m
1-30m,72242.5,5,0,5,0,71,10,3.02595114708,1,137,12.1167883212,1,139,534.94214255,1851,30m
1-30m,72237.5,2,0,4,6,71,6,3.02573680878,1,137,13.7664233577,1,139,741.224452555,767,30m
1-30m,72308.5,0,1,0,2,71,1,3.02564311028,1,137,12.5255474453,0,139,515.104121941,63,30m
1-30m,72270,3,0,3,5,68,6,3.02551913261,1,137,11.7153284672,1,139,412.072778016,1116,30m
1-30m,72299,4,2,1,3,63,7,3.02547192574,1,137,13.0364963504,1,139,631.300128811,1574,30m
1-30m,72263,2,0,5,0,76,7,3.02543783188,1,137,11.9270072993,1,139,513.965221125,771,30m
1-30m,72317,3,1,2,4,67,6,3.02542519569,1,137,12.9416058394,0,139,636.864212108,1165,30m
1-30m,72220,5,0,5,5,64,10,3.0253610611,1,137,12.1532846715,1,139,510.189566337,1856,30m
1-30m,72206.5,1,0,1,8,67,2,3.02510595322,1,137,12.9124087591,1,139,636.242271361,379,30m
1-30m,72208.5,5,1,5,4,74,11,3.02507090569,1,137,12.2773722628,1,139,538.010734221,1915,30m
1-30m,72212.5,1,1,2,9,66,4,3.02482509613,1,137,12.496350365,0,139,546.943001288,450,30m
1-30m,72371.5,3,1,5,2,71,9,3.02464485168,1,137,13.1240875912,1,139,630.285959639,1193,30m
1-30m,72341,3,3,1,1,72,7,3.02459001541,1,137,11.9927007299,1,139,408.227887505,1272,30m
1-30m,72307,5,0,3,9,74,8,3.02419114113,1,137,12.1824817518,1,139,526.459102619,1840,30m
1-30m,72227.5,2,0,1,4,62,3,3.02416992188,1,137,11.9416058394,1,139,516.128917991,735,30m
1-30m,72284.5,2,0,5,2,68,7,3.02414417267,1,137,12.1094890511,1,139,513.818806355,773,30m
1-30m,72275,5,0,4,7,70,9,3.02411198616,1,137,13.1532846715,0,139,652.998389867,1848,30m
1-30m,72309.5,0,0,4,5,72,4,3.02407693863,1,137,13.0729927007,1,139,640.200515243,46,30m
1-30m,72258,2,1,0,0,66,3,3.02405309677,1,137,12.0145985401,1,139,499.676255904,781,30m
1-30m,72363,2,2,2,0,73,6,3.02398014069,0,137,12.795620438,0,139,539.325568914,861,30m
1-30m,72489.5,1,4,3,0,75,8,3.02389001846,1,137,13.5255474453,0,139,625.383533705,631,30m
1-30m,72323,4,2,1,1,69,7,3.02376699448,1,137,12.5912408759,1,139,525.493452125,1572,30m
1-30m,72251.5,2,2,3,7,69,7,3.02374005318,0,137,12.2554744526,0,139,521.250429369,878,30m
1-30m,72409,5,1,5,1,72,11,3.02365493774,1,137,13.0291970803,1,139,646.410905968,1912,30m
1-30m,72348.5,2,1,0,9,65,3,3.02364301682,1,137,12.2408759124,1,139,519.184199227,790,30m
1-30m,72310,1,2,4,9,68,7,3.02360200882,1,137,12.2700729927,1,139,509.786818377,530,30m
1-30m,72398.5,2,1,5,2,70,8,3.02356481552,1,137,13.7445255474,1,139,662.676899957,833,30m
1-30m,72294.5,2,1,2,7,64,5,3.02353286743,1,137,11.8905109489,0,139,424.524688708,808,30m
1-30m,72313,2,0,4,0,70,6,3.02348899841,1,137,13.3722627737,1,139,630.98540146,761,30m
1-30m,72300.5,2,1,0,5,67,3,3.02342700958,1,137,13.8321167883,1,139,746.802490339,786,30m
1-30m,72353,2,0,1,3,70,3,3.02334094048,1,137,13.0510948905,1,139,646.931193645,734,30m
1-30m,72295.5,2,0,3,9,68,5,3.02333402634,1,137,11.3430656934,1,139,398.182911121,760,30m
1-30m,72297,3,0,0,4,66,3,3.02333307266,1,137,12.0875912409,1,139,515.742271361,1085,30m
1-30m,72400,1,5,4,9,79,10,3.0233039856,1,137,13.4598540146,0,139,627.603155861,710,30m
1-30m,72394,2,2,5,5,75,9,3.02328896523,1,137,13.897810219,1,139,734.004186346,896,30m
1-30m,72253.5,5,0,3,2,72,8,3.02310585976,1,137,12.9124087591,0,139,631.345212538,1833,30m
1-30m,72252,2,2,2,7,72,6,3.02303504944,1,137,12.2846715328,0,139,515.499248605,868,30m
1-30m,72302.5,0,0,5,8,70,5,3.02290081978,1,137,13.2627737226,1,139,650.342206956,59,30m
1-30m,72389.5,2,2,4,1,69,8,3.02288293839,1,137,13.2116788321,1,139,611.844568484,882,30m
1-30m,72299,5,0,4,3,70,9,3.02280306816,1,137,13.6569343066,1,139,742.918205238,1844,30m
1-30m,72291.5,5,1,5,5,72,11,3.02277183533,1,137,11.5693430657,0,139,404.585229712,1916,30m
1-30m,72281,4,1,3,3,73,8,3.02268505096,1,137,13.8832116788,1,139,730.486260198,1534,30m
1-30m,72316.5,2,1,2,0,71,5,3.02264380455,1,137,12.3211678832,1,139,538.80785745,801,30m
1-30m,72299.5,2,1,4,0,74,7,3.02263498306,1,137,11.6131386861,1,139,403.959531988,821,30m
1-30m,72416,5,0,5,1,75,10,3.02255797386,1,137,13.2627737226,0,139,643.12161872,1852,30m
1-30m,72311.5,5,0,5,4,66,10,3.02240109444,1,137,12.9562043796,0,139,621.453950193,1855,30m
1-30m,72303.5,0,0,5,0,65,5,3.02237796783,1,137,11.5474452555,0,139,407.955452984,51,30m
1-30m,72374,5,0,4,8,75,9,3.02237701416,1,137,13.1094890511,1,139,642.465865178,1849,30m
1-30m,72296,2,2,2,9,69,6,3.02231383324,1,137,13.8832116788,0,139,730.383319021,870,30m
1-30m,72359.5,2,3,1,0,70,6,3.02229499817,1,137,12.7080291971,1,139,541.605302705,911,30m
1-30m,72195,5,0,5,8,71,10,3.02207994461,1,137,13.5620437956,1,139,738.453842851,1859,30m
1-30m,72273,2,2,3,0,69,7,3.02203607559,1,137,14.0364963504,0,139,737.432481752,871,30m
1-30m,72375.5,3,1,4,0,71,8,3.0219180584,1,137,13.0145985401,1,139,537.735079433,1181,30m
1-30m,72309.5,4,0,3,3,75,7,3.02188014984,1,137,12.5620437956,0,139,613.76266638,1474,30m
1-30m,72262.5,3,0,4,1,69,7,3.02185487747,1,137,12.7299270073,1,139,641.772112495,1122,30m
1-30m,72293.5,2,4,3,7,70,9,3.02173399925,1,137,12.8321167883,1,139,533.49366681,998,30m
1-30m,72462,2,2,4,5,73,8,3.02156186104,1,137,12.7372262774,0,139,531.886324603,886,30m
1-30m,72417,2,5,0,3,74,7,3.02155590057,1,137,12.3357664234,1,139,429.401137827,1024,30m
1-30m,72390.5,0,0,5,7,68,5,3.02151298523,1,137,13.299270073,1,139,646.049484757,58,30m
1-30m,72324.5,0,1,5,9,73,6,3.02148890495,1,137,13.0802919708,1,139,638.309682267,120,30m
1-30m,72249.5,0,0,3,6,71,3,3.02143716812,1,137,11.802919708,0,139,521.129991413,37,30m
1-30m,72416,3,0,3,9,64,6,3.02127695084,1,137,11.6788321168,1,139,411.278445685,1120,30m
1-30m,72289.5,4,1,3,1,69,8,3.0212700367,1,137,12.7299270073,1,139,624.169171318,1532,30m
1-30m,72239.5,0,0,0,1,60,0,3.02112698555,1,137,12.4233576642,1,139,603.790038643,2,30m
1-30m,72257.5,1,2,3,3,78,6,3.02107191086,1,137,12.3430656934,1,139,518.977028768,514,30m
1-30m,72272,4,3,4,5,76,11,3.02105283737,0,137,13.1897810219,1,139,653.801953628,1666,30m
1-30m,72263.5,2,0,4,8,67,6,3.02103281021,1,137,11.9416058394,1,139,510.467153285,769,30m
1-30m,72303,0,1,5,2,74,6,3.0208761692,1,137,13.0145985401,0,139,628.632138257,113,30m
1-30m,72126,5,0,4,9,71,9,3.02073693275,1,137,13.1386861314,0,139,734.517389438,1850,30m
1-30m,72391,5,0,5,3,72,10,3.02069997787,0,137,12.8394160584,1,139,634.606376127,1854,30m
1-30m,72329.5,5,0,3,0,75,8,3.02066993713,1,137,13.6058394161,1,139,727.137612709,1831,30m
1-30m,72265.5,2,0,3,6,71,5,3.02063179016,1,137,11.9270072993,1,139,490.626985831,757,30m
1-30m,72371,0,0,4,4,69,4,3.02062511444,1,137,13.4379562044,0,139,636.145019322,45,30m
1-30m,72230.5,2,0,3,7,66,5,3.02057480812,1,137,11.503649635,1,139,382.222413053,758,30m
1-30m,72351.5,2,1,2,6,71,5,3.02054905891,1,137,12.7664233577,1,139,534.033276084,807,30m
1-30m,72342,3,0,2,9,67,5,3.02052307129,0,137,11.4744525547,1,139,400.942357235,1110,30m
1-30m,72370.5,0,0,5,2,72,5,3.02042794228,1,137,12.8540145985,0,139,616.419708029,53,30m
1-30m,72232.5,3,0,1,2,73,4,3.02033400536,1,137,12.0875912409,1,139,507.183447832,1093,30m
1-30m,72322.5,1,1,5,1,75,7,3.02031993866,1,137,11.6642335766,0,139,398.459961357,472,30m
1-30m,72350,1,0,5,4,68,6,3.02031183243,1,137,12.0291970803,1,139,515.249141262,415,30m
1-30m,72373,5,0,5,6,74,10,3.02028393745,0,137,12.7080291971,1,139,532.355302705,1857,30m
1-30m,72322.5,5,1,0,8,66,6,3.02009987831,0,137,13.1678832117,0,139,653.74366681,1869,30m
1-30m,72253,4,0,3,2,58,7,3.01999998093,0,137,12.9124087591,1,139,622.095212538,1473,30m
1-30m,72359,5,1,5,3,70,11,3.01999115944,1,137,12.2919708029,1,139,509.708243881,1914,30m
1-30m,72239,2,0,0,4,68,2,3.01997590065,1,137,12.8248175182,0,139,641.586732503,725,30m
1-30m,72316,3,1,3,2,73,7,3.01993608475,1,137,11.503649635,1,139,409.045942465,1173,30m
1-30m,72401,2,3,4,9,72,9,3.01992607117,1,137,12.4525547445,1,139,534.131923572,950,30m
1-30m,72343.5,2,1,2,3,69,5,3.01988887787,1,137,13.7445255474,0,139,749.735723486,804,30m
1-30m,72307,2,1,4,9,73,7,3.01979899406,1,137,13.0510948905,1,139,639.754723057,830,30m
1-30m,72243,2,1,2,4,65,5,3.01966094971,1,137,12.197080292,1,139,505.144697295,805,30m
1-30m,72229,4,0,0,9,69,4,3.01965904236,1,137,12.6569343066,1,139,623.035852297,1450,30m
1-30m,72319,1,2,4,1,73,7,3.01965689659,1,137,12.9562043796,1,139,632.115714899,522,30m
1-30m,72351.5,0,1,0,6,67,1,3.01959085464,1,137,13.0364963504,1,139,621.564834693,67,30m
1-30m,72338,3,1,3,1,65,7,3.01950097084,1,137,12.6861313869,0,139,533.77576213,1172,30m
1-30m,72336,4,0,3,7,72,7,3.01932001114,0,137,12.8394160584,0,139,626.135787892,1478,30m
1-30m,72463.5,4,1,2,9,69,7,3.01920509338,1,137,13.700729927,1,139,738.211249463,1530,30m
1-30m,72535,1,5,3,6,74,9,3.01917600632,1,137,12.4744525547,0,139,510.471769,697,30m
1-30m,72370.5,3,1,3,3,71,7,3.01914811134,1,137,12.6204379562,1,139,527.766638042,1174,30m
1-30m,72369,1,2,3,7,70,6,3.01911592484,1,137,11.3138686131,0,139,402.937526836,518,30m
1-30m,72296,0,0,5,1,63,5,3.01898598671,1,137,11.8540145985,1,139,425.949119794,52,30m
1-30m,72346,0,0,4,0,68,4,3.01889395714,1,137,11.9854014599,0,139,516.117432374,41,30m
1-30m,72336,0,0,3,9,70,3,3.0188741684,1,137,13.3211678832,1,139,629.896092744,40,30m
1-30m,72310,5,1,2,2,75,8,3.01865291595,0,137,12.1751824818,0,139,508.336732503,1883,30m
1-30m,72267,2,3,5,0,76,10,3.01859903336,1,137,13.6058394161,0,139,665.990553886,951,30m
1-30m,72400.5,2,2,4,2,72,8,3.01841402054,1,137,12.795620438,0,139,537.913804208,883,30m
1-30m,72251,0,0,5,6,69,5,3.01835203171,1,137,12.2335766423,1,139,520.239158437,57,30m
1-30m,72383.5,5,1,5,8,73,11,3.0183160305,1,137,11.6496350365,1,139,395.817518248,1919,30m
1-30m,72169.5,2,2,1,3,69,5,3.01824402809,1,137,11.802919708,1,139,505.644697295,854,30m
1-30m,72313,1,1,5,7,71,7,3.01817011833,1,137,11.8321167883,1,139,415.126019751,478,30m
1-30m,72363.5,2,1,2,2,69,5,3.01817011833,1,137,12.3722627737,1,139,520.691283813,803,30m
1-30m,72329,1,0,3,3,72,4,3.01814508438,1,137,11.6058394161,1,139,506.725848003,394,30m
1-30m,72406,4,3,2,8,74,9,3.01799702644,1,137,12.9489051095,0,139,540.842958351,1649,30m
